time;value
2020-12-10T10:52:46.022000Z;4.0
2020-12-10T10:55:12.351000Z;15.0
2020-12-10T10:56:28.181000Z;4.0
2020-12-10T10:56:47.717000Z;15.0
2020-12-10T11:00:00.546000Z;15.0
2020-12-10T11:03:28.725000Z;4.0
2020-12-10T11:03:41.401000Z;15.0
2020-12-10T11:04:40.542000Z;4.0
2020-12-10T11:04:56.098000Z;15.0
2020-12-10T11:37:59.677000Z;4.0
2020-12-10T12:00:00.555000Z;4.0
2020-12-10T12:00:51.267000Z;15.0
2020-12-10T12:03:35.859000Z;20.0
2020-12-10T12:09:47.760000Z;15.0
2020-12-10T12:12:30.972000Z;4.0
2020-12-10T12:12:40.670000Z;15.0
2020-12-10T12:15:55.137000Z;4.0
2020-12-10T12:21:56.605000Z;15.0
2020-12-10T12:22:09.904000Z;4.0
2020-12-10T12:22:11.166000Z;15.0
2020-12-10T12:22:27.626000Z;4.0
2020-12-10T12:31:58.163000Z;15.0
2020-12-10T13:00:01.810000Z;15.0
2020-12-10T13:19:58.278000Z;4.0
2020-12-10T13:21:44.308000Z;25.0
2020-12-10T13:21:59.091000Z;15.0
2020-12-10T13:27:20.154000Z;14.0
2020-12-10T13:43:13.018000Z;4.0
2020-12-10T13:44:23.277000Z;14.0
2020-12-10T13:46:32.545000Z;4.0
2020-12-10T13:46:48.892000Z;14.0
2020-12-10T13:47:47.336000Z;4.0
2020-12-10T13:47:55.254000Z;14.0
2020-12-10T13:48:06.029000Z;4.0
2020-12-10T13:48:12.858000Z;14.0
2020-12-10T13:48:20.016000Z;4.0
2020-12-10T14:00:00.091000Z;4.0
2020-12-10T14:01:11.731000Z;14.0
2020-12-10T14:01:31.537000Z;4.0
2020-12-10T14:53:24.067000Z;15.0
2020-12-10T14:53:26.623000Z;4.0
2020-12-10T15:00:00.097000Z;4.0
2020-12-10T15:09:19.222000Z;17.0
2020-12-10T15:09:23.404000Z;4.0
2020-12-10T16:00:00.112000Z;4.0
2020-12-10T17:00:00.118000Z;4.0
2020-12-10T18:00:00.123000Z;4.0
2020-12-10T19:00:00.126000Z;4.0
2020-12-10T20:00:00.130000Z;4.0
2020-12-10T21:00:00.135000Z;4.0
2020-12-10T22:00:00.140000Z;4.0
2020-12-10T22:12:16.747000Z;17.0
2020-12-10T22:12:23.156000Z;4.0
2020-12-10T22:16:33.989000Z;17.0
2020-12-10T22:17:23.436000Z;4.0
2020-12-10T22:18:59.785000Z;17.0
2020-12-10T22:22:23.663000Z;4.0
2020-12-10T22:37:27.024000Z;17.0
2020-12-10T22:42:07.886000Z;4.0
2020-12-10T22:49:07.867000Z;17.0
2020-12-10T22:49:11.385000Z;4.0
2020-12-10T23:00:00.204000Z;4.0
2020-12-10T23:21:41.028000Z;17.0
2020-12-10T23:22:39.885000Z;4.0
2020-12-10T23:28:15.952000Z;17.0
2020-12-10T23:42:01.403000Z;4.0
2020-12-10T23:43:01.655000Z;23.0
2020-12-11T00:00:10.619000Z;23.0
2020-12-11T01:00:00.622000Z;23.0
2020-12-11T02:00:02.429000Z;23.0
2020-12-11T03:00:01.803000Z;23.0
2020-12-11T04:00:01.432000Z;23.0
2020-12-11T05:00:01.160000Z;23.0
2020-12-11T06:00:00.168000Z;23.0
2020-12-11T07:00:00.172000Z;23.0
2020-12-11T07:33:06.921000Z;4.0
2020-12-11T08:00:00.177000Z;4.0
2020-12-11T09:00:01.050000Z;4.0
2020-12-11T10:00:00.056000Z;4.0
2020-12-11T11:00:00.062000Z;4.0
2020-12-11T12:00:00.067000Z;4.0
2020-12-11T13:00:00.071000Z;4.0
2020-12-11T14:00:00.078000Z;4.0
2020-12-11T15:00:00.084000Z;4.0
2020-12-11T16:00:00.822000Z;4.0
2020-12-11T17:00:01.106000Z;4.0
2020-12-11T18:00:00.117000Z;4.0
